fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,alcohol per liter,total acidity,acid ratio,normalized residual sugar,sweetness level,WQI
11.6,0.47,0.44,1.6,0.147,36.0,51.0,0.99836,3.38,0.86,9.9,Low,9.883764000000001,High,0.03666666666666667,1.6026283104291037,Dry,9.3068243733277
8.8,0.685,0.26,1.6,0.088,16.0,23.0,0.99694,3.32,0.47,9.4,Low,9.371236000000001,Medium,0.02888888888888889,1.6049110277448995,Dry,9.63172074831713
7.6,0.665,0.1,1.5,0.066,27.0,55.0,0.99655,3.39,0.51,9.3,Low,9.267915,Medium,0.0125,1.5051929155586774,Dry,12.899150638545585
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,Medium,11.590487999999999,Medium,0.04,2.4226762496971657,Dry,16.57916344279502
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,Medium,11.590487999999999,Medium,0.04,2.4226762496971657,Dry,16.57916344279502
10.1,0.31,0.35,1.6,0.075,9.0,28.0,0.99672,3.24,0.83,11.2,Medium,11.163264,Medium,0.034999999999999996,1.6052652700858816,Dry,17.66629062381494
6.0,0.5,0.04,2.2,0.092,13.0,26.0,0.99647,3.46,0.47,10.0,Low,9.9647,Medium,0.006666666666666667,2.2077935110941627,Dry,13.309247575757576
11.1,0.42,0.47,2.65,0.085,9.0,34.0,0.99736,3.24,0.77,12.1,Medium,12.068056,High,0.03916666666666666,2.6570145183283866,Dry,20.756381811021665
6.6,0.66,0.0,3.0,0.115,21.0,31.0,0.99629,3.45,0.63,10.3,Low,10.261787,Medium,0.0,3.0111714460649006,Dry,10.3842204850166
10.6,0.5,0.45,2.6,0.119,34.0,68.0,0.99708,3.23,0.72,10.9,Medium,10.868172,High,0.04090909090909091,2.607614233562001,Dry,12.022242847711624
7.1,0.685,0.35,2.0,0.088,9.0,92.0,0.9963,3.28,0.62,9.4,Low,9.36522,Medium,0.04375,2.007427481682224,Dry,53.88796961495976
9.9,0.25,0.46,1.7,0.062,26.0,42.0,0.9959,3.18,0.83,10.6,Medium,10.55654,Medium,0.046,1.7069986946480569,Dry,10.15848703144668
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,Low,9.769522000000002,Medium,0.03,1.8056154640933302,Dry,14.30663775510204
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,Low,9.769522000000002,Medium,0.03,1.8056154640933302,Dry,14.30663775510204
7.4,0.68,0.16,1.8,0.078,12.0,39.0,0.9977,3.5,0.7,9.9,Medium,9.87723,Medium,0.02,1.8041495439510875,Dry,19.06357450473729
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,Low,9.769522000000002,Medium,0.03,1.8056154640933302,Dry,14.30663775510204
6.4,0.63,0.21,1.6,0.08,12.0,32.0,0.99689,3.58,0.66,9.8,Low,9.769522000000002,Medium,0.03,1.6049915236385157,Dry,16.58808542910835
9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,Low,9.47226,Medium,0.044,1.9055642476030008,Dry,14.519353389077878
9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,Low,9.47226,Medium,0.044,1.9055642476030008,Dry,14.519353389077878
8.0,0.42,0.32,2.5,0.08,26.0,122.0,0.99801,3.22,1.07,9.7,Low,9.680696999999999,Medium,0.04,2.5049849199907817,Dry,25.925520366934194
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,Medium,10.862068,Medium,0.039,1.505238229037049,Dry,9.108898693578734
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,Medium,10.862068,Medium,0.039,1.505238229037049,Dry,9.108898693578734
7.6,0.735,0.02,2.5,0.071,10.0,14.0,0.99538,3.51,0.71,11.7,Medium,11.645946,Medium,0.0025,2.511603608672065,Dry,9.628282508087967
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,Medium,10.862068,Medium,0.039,1.505238229037049,Dry,9.108898693578734
8.2,0.26,0.34,2.5,0.073,16.0,47.0,0.99594,3.4,0.78,11.3,Medium,11.254122,Medium,0.0425,2.5101913769905817,Dry,17.168103937150082
11.7,0.28,0.47,1.7,0.054,17.0,32.0,0.99686,3.15,0.67,10.6,Medium,10.566716,High,0.03916666666666666,1.7053548141163253,Dry,11.214302709201986
6.8,0.56,0.22,1.8,0.074,15.0,24.0,0.99438,3.4,0.82,11.2,Medium,11.137056,Medium,0.03142857142857143,1.8101731732335726,Dry,10.902631927629809
7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,Low,9.47587,Medium,0.0075,2.7068754636777417,Dry,31.162796045298922
5.8,1.01,0.66,2.0,0.039,15.0,88.0,0.99357,3.66,0.6,11.5,Medium,11.426055,Medium,0.09428571428571429,2.0129432249363406,Dry,32.62128300405705
7.5,0.42,0.32,2.7,0.067,7.0,25.0,0.99628,3.24,0.44,10.4,Low,10.361312000000002,Medium,0.04,2.7100815031918737,Dry,20.40170475921254
7.2,0.62,0.06,2.5,0.078,17.0,84.0,0.99746,3.51,0.53,9.7,Low,9.675362,Medium,0.0075,2.5063661700719826,Dry,27.541536266852063
7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,Low,9.47587,Medium,0.0075,2.7068754636777417,Dry,31.162796045298922
7.2,0.635,0.07,2.6,0.077,16.0,86.0,0.99748,3.51,0.54,9.7,Low,9.675556,Medium,0.00875,2.6065685527529374,Dry,29.700406265721863
6.8,0.49,0.22,2.3,0.071,13.0,24.0,0.99438,3.41,0.83,11.3,Medium,11.236494,Medium,0.03142857142857143,2.3129990546873427,Dry,12.098600629590253
6.9,0.51,0.23,2.0,0.072,13.0,22.0,0.99438,3.4,0.84,11.2,Medium,11.137056,Medium,0.032857142857142856,2.0113035258150807,Dry,11.313445756636794
6.8,0.56,0.22,1.8,0.074,15.0,24.0,0.99438,3.4,0.82,11.2,Medium,11.137056,Medium,0.03142857142857143,1.8101731732335726,Dry,10.902631927629809
7.6,0.63,0.03,2.0,0.08,27.0,43.0,0.99578,3.44,0.64,10.9,Medium,10.854002,Medium,0.00375,2.008475767739862,Dry,10.640571912022253
7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,Medium,11.725778,Medium,0.00125,2.113292610520172,Dry,9.484614818528115
6.9,0.56,0.03,1.5,0.086,36.0,46.0,0.99522,3.53,0.57,10.6,Low,10.549332,Medium,0.004285714285714286,1.5072044372098632,Dry,9.446735089901486
7.3,0.35,0.24,2.0,0.067,28.0,48.0,0.99576,3.43,0.54,10.0,Low,9.9576,Medium,0.03,2.0085161082991885,Dry,11.365162952699475
9.1,0.21,0.37,1.6,0.067,6.0,10.0,0.99552,3.23,0.58,11.1,Medium,11.050272,Medium,0.04111111111111111,1.6072002571520414,Dry,10.596144548472969
10.4,0.38,0.46,2.1,0.104,6.0,10.0,0.99664,3.12,0.65,11.8,Medium,11.760352000000001,High,0.04181818181818182,2.107079788087976,Dry,10.335576922813104
8.8,0.31,0.4,2.8,0.109,7.0,16.0,0.99614,3.31,0.79,11.8,Medium,11.754452,Medium,0.044444444444444446,2.8108498805388797,Dry,13.75273930251202
7.1,0.47,0.0,2.2,0.067,7.0,14.0,0.99517,3.4,0.58,10.9,Low,10.847353,Medium,0.0,2.2106775726760253,Dry,12.774261138997334
7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,Medium,11.725778,Medium,0.00125,2.113292610520172,Dry,9.484614818528115
8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,Medium,9.9787,Medium,0.021111111111111112,4.008538186336898,Dry,13.718382531576058
7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,Low,9.475774999999999,Medium,0.005,2.5063912978094143,Dry,27.29976023391813
9.2,0.56,0.18,1.6,0.078,10.0,21.0,0.99576,3.15,0.49,9.9,Low,9.858024,Medium,0.018,1.606812886639351,Dry,12.740415132336018
7.6,0.715,0.0,2.1,0.068,30.0,35.0,0.99533,3.48,0.65,11.4,Medium,11.346762,Medium,0.0,2.1098530135733875,Dry,8.472886658603782
8.4,0.31,0.29,3.1,0.194,14.0,26.0,0.99536,3.22,0.78,12.0,Medium,11.944320000000001,Medium,0.03222222222222222,3.1144510528853884,Dry,11.757046786148958
7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,Low,9.475774999999999,Medium,0.005,2.5063912978094143,Dry,27.29976023391813
8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,Medium,9.9787,Medium,0.021111111111111112,4.008538186336898,Dry,13.718382531576058
8.9,0.75,0.14,2.5,0.086,9.0,30.0,0.99824,3.34,0.64,10.5,Low,10.48152,Medium,0.014000000000000002,2.5044077576534702,Dry,18.956107337526205
9.0,0.8,0.12,2.4,0.083,8.0,28.0,0.99836,3.33,0.65,10.4,Medium,10.382944,Medium,0.012,2.4039424656436554,Dry,19.764180441898525
10.7,0.52,0.38,2.6,0.066,29.0,56.0,0.99577,3.15,0.79,12.1,Medium,12.048817,High,0.034545454545454546,2.6110447191620554,Dry,11.49345609074433
6.8,0.57,0.0,2.5,0.072,32.0,64.0,0.99491,3.43,0.56,11.2,Medium,11.142992,Medium,0.0,2.512790101617232,Dry,12.860711082686427
10.7,0.9,0.34,6.6,0.112,23.0,99.0,1.00289,3.22,0.68,9.3,Low,9.326877000000001,High,0.028333333333333335,6.5809809650111175,Medium,23.40999258498608
7.2,0.34,0.24,2.0,0.071,30.0,52.0,0.99576,3.44,0.58,10.1,Low,10.057176,Medium,0.03,2.0085161082991885,Dry,11.50658594740071
7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,Low,9.675070999999999,Medium,0.00375,2.305926230412159,Dry,29.73128217088318
10.1,0.45,0.23,1.9,0.082,10.0,18.0,0.99774,3.22,0.65,9.3,Medium,9.278982000000001,High,0.02090909090909091,1.904303726421713,Dry,11.132724410808322
7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,Low,9.675070999999999,Medium,0.00375,2.305926230412159,Dry,29.73128217088318
7.2,0.63,0.03,2.2,0.08,17.0,88.0,0.99745,3.53,0.58,9.8,Medium,9.77501,Medium,0.00375,2.2056243420722845,Dry,28.752075891688555
7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,Medium,10.65185,Medium,0.00125,2.310396785534907,Dry,10.759373842185255
8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,Medium,12.4305,Medium,0.043333333333333335,2.4134186074574635,Dry,15.032164467527044
7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,Medium,10.65185,Medium,0.00125,2.310396785534907,Dry,10.759373842185255
8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,Medium,12.4305,Medium,0.043333333333333335,2.4134186074574635,Dry,15.032164467527044
8.3,1.02,0.02,3.4,0.084,6.0,11.0,0.99892,3.48,0.49,11.0,Low,10.98812,Medium,0.0022222222222222222,3.4036759700476513,Dry,11.567927485578897
8.9,0.31,0.36,2.6,0.056,10.0,39.0,0.99562,3.4,0.69,11.8,Low,11.748316,Medium,0.04,2.611438098873064,Dry,21.76635668764283
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,Medium,10.771488000000002,Medium,0.0125,2.406352771316275,Dry,13.106397779217506
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,Medium,10.771488000000002,Medium,0.0125,2.406352771316275,Dry,13.106397779217506
6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,Medium,10.75896,Medium,0.008571428571428572,6.022886970487854,Medium,10.94238809281445
6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,Medium,10.75896,Medium,0.008571428571428572,6.022886970487854,Medium,10.94238809281445
9.2,0.58,0.2,3.0,0.081,15.0,115.0,0.998,3.23,0.59,9.5,Low,9.481,Medium,0.02,3.006012024048096,Dry,40.52030013125543
7.2,0.54,0.27,2.6,0.084,12.0,78.0,0.9964,3.39,0.71,11.0,Low,10.9604,Medium,0.03375,2.6093938177438782,Dry,35.23255416069873
6.1,0.56,0.0,2.2,0.079,6.0,9.0,0.9948,3.59,0.54,11.5,Medium,11.4402,Medium,0.0,2.2114997989545637,Dry,10.781372904456862
7.4,0.52,0.13,2.4,0.078,34.0,61.0,0.99528,3.43,0.59,10.8,Medium,10.749024000000002,Medium,0.01625,2.411381721726549,Dry,11.679176814735175
7.3,0.305,0.39,1.2,0.059,7.0,11.0,0.99331,3.29,0.52,11.5,Medium,11.423065000000001,Medium,0.04875,1.20808206904189,Dry,10.598205114725907
9.3,0.38,0.48,3.8,0.132,3.0,11.0,0.99577,3.23,0.57,13.2,Medium,13.144164,Medium,0.048,3.8161422818522346,Dry,20.460265973892323
9.1,0.28,0.46,9.0,0.114,3.0,9.0,0.99901,3.18,0.6,10.9,Medium,10.889209,Medium,0.051111111111111114,9.008918829641345,Medium,17.08962019937249
10.0,0.46,0.44,2.9,0.065,4.0,8.0,0.99674,3.33,0.62,12.2,Medium,12.160227999999998,Medium,0.044,2.909484920841945,Dry,12.011968281255267
9.4,0.395,0.46,4.6,0.094,3.0,10.0,0.99639,3.27,0.64,12.2,Medium,12.155958,Medium,0.046,4.616666164855126,Medium,18.744646922294237
7.3,0.305,0.39,1.2,0.059,7.0,11.0,0.99331,3.29,0.52,11.5,Medium,11.423065000000001,Medium,0.04875,1.20808206904189,Dry,10.598205114725907
8.6,0.315,0.4,2.2,0.079,3.0,6.0,0.99512,3.27,0.67,11.9,Medium,11.841928000000001,Medium,0.044444444444444446,2.2107886486051935,Dry,12.325261720155321
5.3,0.715,0.19,1.5,0.161,7.0,62.0,0.99395,3.62,0.61,11.0,Low,10.93345,Medium,0.03166666666666667,1.5091302379395342,Dry,48.322870896006336
6.8,0.41,0.31,8.8,0.084,26.0,45.0,0.99824,3.38,0.64,10.1,Medium,10.082224,Medium,0.04428571428571428,8.815515306940215,Medium,11.443588027176954
8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,Medium,10.9604,Medium,0.035555555555555556,2.207948615014051,Dry,14.752857226107224
8.4,0.62,0.12,1.8,0.072,38.0,46.0,0.99504,3.38,0.89,11.8,Medium,11.741472000000002,Medium,0.013333333333333332,1.808972503617945,Dry,8.474014832172765
9.6,0.41,0.37,2.3,0.091,10.0,23.0,0.99786,3.24,0.56,10.5,Low,10.47753,Medium,0.037,2.304932555669132,Dry,13.666825295329314
8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,Medium,10.9604,Medium,0.035555555555555556,2.207948615014051,Dry,14.752857226107224
8.4,0.62,0.12,1.8,0.072,38.0,46.0,0.99504,3.38,0.89,11.8,Medium,11.741472000000002,Medium,0.013333333333333332,1.808972503617945,Dry,8.474014832172765
6.8,0.41,0.31,8.8,0.084,26.0,45.0,0.99824,3.38,0.64,10.1,Medium,10.082224,Medium,0.04428571428571428,8.815515306940215,Medium,11.443588027176954
8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,Low,11.145792,Medium,0.030000000000000002,2.3111861409220626,Dry,12.21540423024602
8.6,0.22,0.36,1.9,0.064,53.0,77.0,0.99604,3.47,0.87,11.0,Medium,10.95644,Medium,0.04,1.9075539134974497,Dry,9.726365559678085
9.4,0.24,0.33,2.3,0.061,52.0,73.0,0.99786,3.47,0.9,10.2,Medium,10.178171999999998,Medium,0.033,2.304932555669132,Dry,9.300416495695268
8.4,0.67,0.19,2.2,0.093,11.0,75.0,0.99736,3.2,0.59,9.2,Low,9.175711999999999,Medium,0.021111111111111112,2.2058233737065853,Dry,36.495346551551194
8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,Low,11.145792,Medium,0.030000000000000002,2.3111861409220626,Dry,12.21540423024602
8.7,0.33,0.38,3.3,0.063,10.0,19.0,0.99468,3.3,0.73,12.0,Medium,11.936160000000001,Medium,0.042222222222222223,3.3176498974544577,Dry,11.733006660513768
6.6,0.61,0.01,1.9,0.08,8.0,25.0,0.99746,3.69,0.73,10.5,Low,10.47333,Medium,0.0014285714285714286,1.9048382892547069,Dry,18.82415711242867
7.4,0.61,0.01,2.0,0.074,13.0,38.0,0.99748,3.48,0.65,9.8,Low,9.775304,Medium,0.00125,2.005052732886875,Dry,17.39793737509979
7.6,0.4,0.29,1.9,0.078,29.0,66.0,0.9971,3.45,0.59,9.5,Medium,9.47245,Medium,0.03625,1.9055260254738742,Dry,14.145971613383592
7.4,0.61,0.01,2.0,0.074,13.0,38.0,0.99748,3.48,0.65,9.8,Low,9.775304,Medium,0.00125,2.005052732886875,Dry,17.39793737509979
6.6,0.61,0.01,1.9,0.08,8.0,25.0,0.99746,3.69,0.73,10.5,Low,10.47333,Medium,0.0014285714285714286,1.9048382892547069,Dry,18.82415711242867
8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.99543,3.39,0.72,11.8,Medium,11.746074000000002,Medium,0.042222222222222223,2.310559255799001,Dry,21.252852867518914
8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.99543,3.39,0.72,11.8,Medium,11.746074000000002,Medium,0.042222222222222223,2.310559255799001,Dry,21.252852867518914
12.0,0.63,0.5,1.4,0.071,6.0,26.0,0.99791,3.07,0.6,10.4,Low,10.378264,High,0.038461538461538464,1.4029321281478289,Dry,23.486528465799324
7.2,0.38,0.38,2.8,0.068,23.0,42.0,0.99356,3.34,0.72,12.9,Medium,12.816924,Medium,0.0475,2.818148878779339,Dry,11.768407758970255
6.2,0.46,0.17,1.6,0.073,7.0,11.0,0.99425,3.61,0.54,11.4,Low,11.33445,Medium,0.02428571428571429,1.6092532059341214,Dry,11.183138197197243
9.6,0.33,0.52,2.2,0.074,13.0,25.0,0.99509,3.36,0.76,12.4,Medium,12.339116,Medium,0.052000000000000005,2.2108552995206465,Dry,11.771493852921271
9.9,0.27,0.49,5.0,0.082,9.0,17.0,0.99484,3.19,0.52,12.5,Medium,12.4355,Medium,0.049,5.0259338185034785,Medium,11.381172081714002
10.1,0.43,0.4,2.6,0.092,13.0,52.0,0.99834,3.22,0.64,10.0,Medium,9.9834,High,0.03636363636363637,2.604323176472945,Dry,22.07053681419889
9.8,0.5,0.34,2.3,0.094,10.0,45.0,0.99864,3.24,0.6,9.7,Medium,9.686808,Medium,0.034,2.303132259873428,Dry,24.659463382326376
8.3,0.3,0.49,3.8,0.09,11.0,24.0,0.99498,3.27,0.64,12.1,Medium,12.039258,Medium,0.05444444444444444,3.8191722446682346,Dry,13.236522377879757
10.2,0.44,0.42,2.0,0.071,7.0,20.0,0.99566,3.14,0.79,11.1,Medium,11.051826,High,0.03818181818181818,2.0087178354056605,Dry,16.268929132999187
10.2,0.44,0.58,4.1,0.092,11.0,24.0,0.99745,3.29,0.99,12.0,Medium,11.9694,High,0.05272727272727273,4.110481728407438,Medium,12.87705029314492
8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,Medium,12.326592,Medium,0.05333333333333333,2.112506035731531,Dry,12.419933998733264
8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,Medium,11.846688,Medium,0.05,1.8081002892960465,Dry,12.890092261904762
8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,Medium,11.846688,Medium,0.05,1.8081002892960465,Dry,12.890092261904762
8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,Medium,11.846688,Medium,0.05,1.8081002892960465,Dry,12.890092261904762
8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,Medium,12.326592,Medium,0.05333333333333333,2.112506035731531,Dry,12.419933998733264
8.2,0.31,0.4,2.2,0.058,6.0,10.0,0.99536,3.31,0.68,11.2,Medium,11.148031999999999,Medium,0.044444444444444446,2.2102555859186626,Dry,10.742239400934192
10.2,0.34,0.48,2.1,0.052,5.0,9.0,0.99458,3.2,0.69,12.1,Medium,12.034418,High,0.04363636363636363,2.1114440266243037,Dry,10.940710751391737
7.6,0.43,0.4,2.7,0.082,6.0,11.0,0.99538,3.44,0.54,12.2,Medium,12.143635999999999,Medium,0.05,2.7125318973658303,Dry,11.79137598052412
8.5,0.21,0.52,1.9,0.09,9.0,23.0,0.99648,3.36,0.67,10.4,Low,10.363392000000001,Medium,0.05777777777777778,1.9067116249197174,Dry,15.286357781400564
9.0,0.36,0.52,2.1,0.111,5.0,10.0,0.99568,3.31,0.62,11.3,Medium,11.251184,Medium,0.05777777777777778,2.109111361079865,Dry,12.360828872748707
9.5,0.37,0.52,2.0,0.088,12.0,51.0,0.99613,3.29,0.58,11.1,Medium,11.057042999999998,Medium,0.052000000000000005,2.007770070171564,Dry,23.46764097758057
6.4,0.57,0.12,2.3,0.12,25.0,36.0,0.99519,3.47,0.71,11.3,Medium,11.245647000000002,Medium,0.017142857142857144,2.3111164702217666,Dry,10.349798689329623
8.0,0.59,0.05,2.0,0.089,12.0,32.0,0.99735,3.36,0.61,10.0,Low,9.9735,Medium,0.005555555555555556,2.0053140823181432,Dry,15.913599789029535
8.5,0.47,0.27,1.9,0.058,18.0,38.0,0.99518,3.16,0.85,11.1,Medium,11.046498,Medium,0.030000000000000002,1.9092023553528006,Dry,12.815855098975696
7.1,0.56,0.14,1.6,0.078,7.0,18.0,0.99592,3.27,0.62,9.3,Low,9.262056000000001,Medium,0.0175,1.6065547433528797,Dry,15.673300585091104
6.6,0.57,0.02,2.1,0.115,6.0,16.0,0.99654,3.38,0.69,9.5,Low,9.46713,Medium,0.002857142857142857,2.107291227647661,Dry,16.411417489256912
8.8,0.27,0.39,2.0,0.1,20.0,27.0,0.99546,3.15,0.69,11.2,Medium,11.149151999999999,Medium,0.043333333333333335,2.009121411206879,Dry,9.058998690942522
8.5,0.47,0.27,1.9,0.058,18.0,38.0,0.99518,3.16,0.85,11.1,Medium,11.046498,Medium,0.030000000000000002,1.9092023553528006,Dry,12.815855098975696
8.3,0.34,0.4,2.4,0.065,24.0,48.0,0.99554,3.34,0.86,11.0,Medium,10.95094,Medium,0.044444444444444446,2.4107519537135627,Dry,12.408760153482879
9.0,0.38,0.41,2.4,0.103,6.0,10.0,0.99604,3.13,0.58,11.9,Medium,11.852876,Medium,0.04555555555555555,2.409541785470463,Dry,10.52985744384805
8.5,0.66,0.2,2.1,0.097,23.0,113.0,0.99733,3.13,0.48,9.2,Low,9.175436,Medium,0.022222222222222223,2.1056220107687524,Dry,26.929888152449415
9.0,0.4,0.43,2.4,0.068,29.0,46.0,0.9943,3.2,0.6,12.2,Medium,12.13046,Medium,0.04777777777777778,2.4137584230111635,Dry,10.083498250874563
6.7,0.56,0.09,2.9,0.079,7.0,22.0,0.99669,3.46,0.61,10.2,Low,10.166237999999998,Medium,0.012857142857142857,2.909630878206865,Dry,18.65471832576524
10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,10.9,Medium,10.869916,High,0.04363636363636363,1.9052585134972524,Dry,10.393180485912499
10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,10.9,Medium,10.869916,High,0.04363636363636363,1.9052585134972524,Dry,10.393180485912499
10.1,0.38,0.5,2.4,0.104,6.0,13.0,0.99643,3.22,0.65,11.6,Medium,11.558588,Medium,0.05,2.4085986973495377,Dry,12.900956310110251
8.5,0.34,0.44,1.7,0.079,6.0,12.0,0.99605,3.52,0.63,10.7,Low,10.657734999999999,Medium,0.04888888888888889,1.7067416294362732,Dry,12.572637357306858
8.8,0.33,0.41,5.9,0.073,7.0,13.0,0.99658,3.3,0.62,12.1,Medium,12.058618,Medium,0.04555555555555555,5.920247245579883,Medium,11.46260943494354
7.2,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52,9.4,Low,9.3718,Medium,0.0375,2.106318956870612,Dry,13.1596343279651
7.2,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52,9.4,Low,9.3718,Medium,0.0375,2.106318956870612,Dry,13.1596343279651
8.4,0.59,0.29,2.6,0.109,31.0,119.0,0.99801,3.15,0.5,9.1,Low,9.081890999999999,Medium,0.03222222222222222,2.605184316790413,Dry,21.580121054222634
7.0,0.4,0.32,3.6,0.061,9.0,29.0,0.99416,3.28,0.49,11.3,Medium,11.234008000000001,Medium,0.045714285714285714,3.621147501408224,Dry,18.766873647984266
12.2,0.45,0.49,1.4,0.075,3.0,6.0,0.9969,3.13,0.63,10.4,Low,10.36776,High,0.03769230769230769,1.404353495837095,Dry,11.846933717690758
9.1,0.5,0.3,1.9,0.065,8.0,17.0,0.99774,3.32,0.71,10.5,Medium,10.47627,Medium,0.03,1.904303726421713,Dry,12.888196558240521
9.5,0.86,0.26,1.9,0.079,13.0,28.0,0.99712,3.25,0.62,10.0,Low,9.9712,Medium,0.026000000000000002,1.9054878048780486,Dry,12.945954025710336
7.3,0.52,0.32,2.1,0.07,51.0,70.0,0.99418,3.34,0.82,12.9,Medium,12.824921999999999,Medium,0.04,2.1122935484519907,Dry,9.495300530548135
9.1,0.5,0.3,1.9,0.065,8.0,17.0,0.99774,3.32,0.71,10.5,Medium,10.47627,Medium,0.03,1.904303726421713,Dry,12.888196558240521
12.2,0.45,0.49,1.4,0.075,3.0,6.0,0.9969,3.13,0.63,10.4,Low,10.36776,High,0.03769230769230769,1.404353495837095,Dry,11.846933717690758
7.4,0.58,0.0,2.0,0.064,7.0,11.0,0.99562,3.45,0.58,11.3,Medium,11.250506,Medium,0.0,2.008798537594665,Dry,10.554009024367655
9.8,0.34,0.39,1.4,0.066,3.0,7.0,0.9947,3.19,0.55,11.4,Medium,11.339580000000002,Medium,0.039,1.4074595355383532,Dry,13.793028303791909
7.1,0.36,0.3,1.6,0.08,35.0,70.0,0.99693,3.44,0.5,9.4,Low,9.371142,Medium,0.04285714285714286,1.6049271262776725,Dry,12.966158639233107
7.7,0.39,0.12,1.7,0.097,19.0,27.0,0.99596,3.16,0.49,9.4,Low,9.362024,Medium,0.015,1.7068958592714567,Dry,9.745001204952185
9.7,0.295,0.4,1.5,0.073,14.0,21.0,0.99556,3.14,0.51,10.9,Medium,10.851604,Medium,0.04,1.506689702278115,Dry,9.642099210203307
7.7,0.39,0.12,1.7,0.097,19.0,27.0,0.99596,3.16,0.49,9.4,Low,9.362024,Medium,0.015,1.7068958592714567,Dry,9.745001204952185
7.1,0.34,0.28,2.0,0.082,31.0,68.0,0.99694,3.45,0.48,9.4,Low,9.371236000000001,Medium,0.04,2.006138784681124,Dry,13.899031544973953
6.5,0.4,0.1,2.0,0.076,30.0,47.0,0.99554,3.36,0.48,9.4,Medium,9.358076,Medium,0.014285714285714287,2.0089599614279687,Dry,10.883824388694823
7.1,0.34,0.28,2.0,0.082,31.0,68.0,0.99694,3.45,0.48,9.4,Low,9.371236000000001,Medium,0.04,2.006138784681124,Dry,13.899031544973953
10.0,0.35,0.45,2.5,0.092,20.0,88.0,0.99918,3.15,0.43,9.4,Low,9.392292,Medium,0.045,2.5020516823795513,Dry,24.086230696847718
